,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
14110,DAL,2019,Harrison Barnes,Dorian Finney-Smith,Jalen Brunson,Maxi Kleber,Salah Mejri,Ryan Broekhoff,Dwight Powell,Devin Harris,Dirk Nowitzki,,,,,,
14111,DET,2019,Blake Griffin,Andre Drummond,Reggie Jackson,Reggie Bullock,Bruce Brown,Langston Galloway,Luke Kennard,José Calderón,Stanley Johnson,Zaza Pachulia,Glenn Robinson III,,,,
14112,PHI,2019,Ben Simmons,Jimmy Butler,Joel Embiid,J.J. Redick,Wilson Chandler,Mike Muscala,T.J. McConnell,Landry Shamet,Jonah Bolden,Corey Brewer,,,,,
14113,GSW,2019,Stephen Curry,Kevin Durant,Draymond Green,Alfonzo McKinnie,DeMarcus Cousins,Andre Iguodala,Kevon Looney,Shaun Livingston,Quinn Cook,,,,,,
14114,LAL,2019,Brandon Ingram,LeBron James,Rajon Rondo,Kyle Kuzma,Ivica Zubac,Lance Stephenson,Josh Hart,Tyson Chandler,JaVale McGee,Kentavious Caldwell-Pope,Michael Beasley,,,,
14115,LAC,2019,Tobias Harris,Patrick Beverley,Avery Bradley,Shai Gilgeous-Alexander,Marcin Gortat,Lou Williams,Montrezl Harrell,Jerome Robinson,Mike Scott,Boban Marjanović,Sindarius Thornwell,,,,
14116,IND,2019,Cory Joseph,Myles Turner,Bojan Bogdanović,Darren Collison,Thaddeus Young,Domantas Sabonis,Doug McDermott,Aaron Holiday,T.J. Leaf,Edmond Sumner,,,,,
14117,ORL,2019,Evan Fournier,Nikola Vučević,Aaron Gordon,Jonathan Isaac,D.J. Augustin,Terrence Ross,Isaiah Briscoe,Wes Iwundu,Mo Bamba,,,,,,
14118,BRK,2019,D'Angelo Russell,Joe Harris,Jarrett Allen,Rodions Kurucs,Treveon Graham,Shabazz Napier,DeMarre Carroll,Ed Davis,Rondae Hollis-Jefferson,,,,,,
14119,SAS,2019,LaMarcus Aldridge,DeMar DeRozan,Rudy Gay,Bryn Forbes,Derrick White,Patty Mills,Dāvis Bertāns,Marco Belinelli,Pau Gasol,Jakob Poeltl,Dante Cunningham,Quincy Pondexter,,,
14120,MIL,2019,Khris Middleton,Malcolm Brogdon,Brook Lopez,Eric Bledsoe,Giannis Antetokounmpo,George Hill,D.J. Wilson,Tony Snell,Sterling Brown,Ersan İlyasova,,,,,
14121,TOR,2019,Serge Ibaka,Pascal Siakam,Kawhi Leonard,Kyle Lowry,Danny Green,Fred VanVleet,Norman Powell,Delon Wright,OG Anunoby,Patrick McCaw,Greg Monroe,,,,
14122,MEM,2019,Shelvin Mack,Justin Holiday,Jevon Carter,Marc Gasol,JaMychal Green,Ivan Rabb,Bruno Caboclo,Joakim Noah,Julian Washburn,,,,,,
14123,CHO,2019,Kemba Walker,Nicolas Batum,Marvin Williams,Bismack Biyombo,Jeremy Lamb,Malik Monk,Michael Kidd-Gilchrist,Tony Parker,Miles Bridges,Willy Hernangómez,,,,,
14124,HOU,2019,James Harden,P.J. Tucker,Kenneth Faried,Chris Paul,Eric Gordon,Austin Rivers,James Ennis III,Gerald Green,Isaiah Hartenstein,Gary Clark,,,,,
14125,DEN,2019,Malik Beasley,Monte Morris,Nikola Jokić,Paul Millsap,Will Barton,Torrey Craig,Mason Plumlee,Trey Lyles,Juancho Hernangómez,,,,,,
14126,OKC,2019,Paul George,Russell Westbrook,Jerami Grant,Steven Adams,Terrance Ferguson,Dennis Schröder,Nerlens Noel,Patrick Patterson,Abdel Nader,Álex Abrines,Hamidou Diallo,,,,
14127,MIA,2019,Josh Richardson,Justise Winslow,Tyler Johnson,James Johnson,Hassan Whiteside,Kelly Olynyk,Dion Waiters,Bam Adebayo,Dwyane Wade,Wayne Ellington,Rodney McGruder,,,,
14128,BOS,2019,Kyrie Irving,Marcus Morris,Marcus Smart,Al Horford,Jayson Tatum,Terry Rozier,Aron Baynes,Jaylen Brown,Gordon Hayward,Semi Ojeleye,Guerschon Yabusele,,,,
14129,NYK,2019,Kevin Knox,Damyean Dotson,Kadeem Allen,Noah Vonleh,Luke Kornet,Allonzo Trier,Mario Hezonja,Mitchell Robinson,Enes Freedom,,,,,,
14130,ATL,2019,Trae Young,Kevin Huerter,Dewayne Dedmon,John Collins,DeAndre' Bembry,Taurean Prince,Omari Spellman,Kent Bazemore,Vince Carter,Jeremy Lin,Alex Len,Tyler Dorsey,Daniel Hamilton,,
14131,UTA,2019,Ricky Rubio,Donovan Mitchell,Joe Ingles,Rudy Gobert,Derrick Favors,Jae Crowder,Kyle Korver,Royce O'Neale,Grayson Allen,Georges Niang,Ekpe Udoh,Naz Mitrou-Long,,,
14132,CHI,2019,Wayne Selden,Lauri Markkanen,Kris Dunn,Zach LaVine,Robin Lopez,Bobby Portis,Shaquille Harrison,Ryan Arcidiacono,Brandon Sampson,Cristiano Felício,,,,,
14133,CHO,2019,Kemba Walker,Marvin Williams,Nicolas Batum,Jeremy Lamb,Bismack Biyombo,Miles Bridges,Michael Kidd-Gilchrist,Malik Monk,Tony Parker,Willy Hernangómez,,,,,
14134,DAL,2019,Harrison Barnes,Luka Dončić,Jalen Brunson,Dorian Finney-Smith,Maxi Kleber,Ryan Broekhoff,Dwight Powell,Devin Harris,Dirk Nowitzki,Daryl Macon,,,,,
14135,CLE,2019,Alec Burks,Collin Sexton,Rodney Hood,Ante Žižić,Cedi Osman,Jordan Clarkson,Larry Nance Jr.,Matthew Dellavedova,David Nwaba,Deng Adel,Jaron Blossomgame,Kobi Simmons,,,
14136,LAC,2019,Patrick Beverley,Shai Gilgeous-Alexander,Tobias Harris,Avery Bradley,Marcin Gortat,Montrezl Harrell,Lou Williams,Mike Scott,Boban Marjanović,Jerome Robinson,Tyrone Wallace,Johnathan Motley,,,
14137,DET,2019,Blake Griffin,Reggie Jackson,Reggie Bullock,Andre Drummond,Bruce Brown,Zaza Pachulia,Stanley Johnson,Luke Kennard,Langston Galloway,Ish Smith,,,,,
14138,LAL,2019,Brandon Ingram,Rajon Rondo,Kyle Kuzma,Kentavious Caldwell-Pope,Ivica Zubac,Lance Stephenson,Josh Hart,JaVale McGee,Moritz Wagner,Michael Beasley,Svi Mykhailiuk,Isaac Bonga,,,
14139,GSW,2019,Klay Thompson,Kevin Durant,Stephen Curry,Draymond Green,DeMarcus Cousins,Andre Iguodala,Kevon Looney,Shaun Livingston,Alfonzo McKinnie,Quinn Cook,Jordan Bell,Marcus Derrickson,Jonas Jerebko,,
14140,IND,2019,Bojan Bogdanović,Thaddeus Young,Darren Collison,Cory Joseph,Myles Turner,Domantas Sabonis,Tyreke Evans,Aaron Holiday,Edmond Sumner,T.J. Leaf,,,,,
14141,MIA,2019,Josh Richardson,Justise Winslow,Hassan Whiteside,Tyler Johnson,James Johnson,Kelly Olynyk,Dion Waiters,Dwyane Wade,Bam Adebayo,,,,,,
14142,DEN,2019,Monte Morris,Will Barton,Nikola Jokić,Malik Beasley,Paul Millsap,Torrey Craig,Mason Plumlee,Trey Lyles,Juancho Hernangómez,,,,,,
14143,MIN,2019,Karl-Anthony Towns,Jerryd Bayless,Andrew Wiggins,Taj Gibson,Josh Okogie,Derrick Rose,Luol Deng,Dario Šarić,Gorgui Dieng,Anthony Tolliver,Isaiah Canaan,,,,
14144,BRK,2019,D'Angelo Russell,Joe Harris,Jarrett Allen,Treveon Graham,Rodions Kurucs,DeMarre Carroll,Shabazz Napier,Rondae Hollis-Jefferson,Ed Davis,Theo Pinson,Mitch Creek,Alan Williams,,,
14145,ORL,2019,Aaron Gordon,Evan Fournier,Nikola Vučević,D.J. Augustin,Jonathan Isaac,Terrence Ross,Isaiah Briscoe,Wes Iwundu,Khem Birch,,,,,,
14146,ATL,2019,John Collins,Trae Young,Kevin Huerter,Taurean Prince,Dewayne Dedmon,Alex Len,Kent Bazemore,DeAndre' Bembry,Jeremy Lin,Omari Spellman,Vince Carter,,,,
14147,PHO,2019,Devin Booker,Josh Jackson,Mikal Bridges,Deandre Ayton,Elie Okobo,Kelly Oubre Jr.,Richaun Holmes,Jamal Crawford,Jawun Evans,,,,,,
14148,PHI,2019,Ben Simmons,Joel Embiid,Jimmy Butler,Landry Shamet,Mike Muscala,T.J. McConnell,Shake Milton,Jonah Bolden,Corey Brewer,Furkan Korkmaz,,,,,
14149,SAC,2019,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Iman Shumpert,Nemanja Bjelica,Marvin Bagley III,Bogdan Bogdanović,Harry Giles,Yogi Ferrell,Justin Jackson,,,,,
14150,NOP,2019,Frank Jackson,Darius Miller,Jrue Holiday,Jahlil Okafor,Solomon Hill,Kenrich Williams,Tim Frazier,Cheick Diallo,Ian Clark,Wesley Johnson,,,,,
14151,SAS,2019,Bryn Forbes,Rudy Gay,DeMar DeRozan,LaMarcus Aldridge,Derrick White,Marco Belinelli,Patty Mills,Dāvis Bertāns,Pau Gasol,Quincy Pondexter,Jakob Poeltl,Chimezie Metu,,,
14152,HOU,2019,James Harden,P.J. Tucker,James Ennis III,Eric Gordon,Kenneth Faried,Austin Rivers,Gerald Green,Nenê,Isaiah Hartenstein,Marquese Chriss,Gary Clark,,,,
14153,UTA,2019,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert,Ricky Rubio,Royce O'Neale,Kyle Korver,Derrick Favors,Georges Niang,Grayson Allen,Tyler Cavanaugh,Ekpe Udoh,Naz Mitrou-Long,,
14154,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Brook Lopez,Malcolm Brogdon,Tony Snell,Pat Connaughton,George Hill,D.J. Wilson,Sterling Brown,Ersan İlyasova,Christian Wood,,,,
14155,WAS,2019,Trevor Ariza,Bradley Beal,Otto Porter Jr.,Tomáš Satoranský,Thomas Bryant,Jeff Green,Sam Dekker,Chasson Randle,Jordan McRae,John Jenkins,Troy Brown Jr.,,,,
14156,OKC,2019,Paul George,Russell Westbrook,Steven Adams,Terrance Ferguson,Jerami Grant,Dennis Schröder,Patrick Patterson,Nerlens Noel,Hamidou Diallo,,,,,,
14157,BOS,2019,Kyrie Irving,Marcus Morris,Al Horford,Jayson Tatum,Marcus Smart,Gordon Hayward,Jaylen Brown,Daniel Theis,Terry Rozier,,,,,,
14158,MEM,2019,Justin Holiday,Mike Conley,Marc Gasol,Jaren Jackson Jr.,Bruno Caboclo,Shelvin Mack,Julian Washburn,Joakim Noah,Ivan Rabb,Jevon Carter,JaMychal Green,,,,
14159,NYK,2019,Kevin Knox,DeAndre Jordan,Dennis Smith Jr.,Noah Vonleh,Damyean Dotson,Wesley Matthews,Mario Hezonja,Kadeem Allen,Luke Kornet,Allonzo Trier,,,,,
14160,LAC,2019,Tobias Harris,Patrick Beverley,Montrezl Harrell,Shai Gilgeous-Alexander,Avery Bradley,Mike Scott,Lou Williams,Jerome Robinson,Boban Marjanović,Tyrone Wallace,Sindarius Thornwell,Johnathan Motley,,,
14161,TOR,2019,Kawhi Leonard,Fred VanVleet,Pascal Siakam,Serge Ibaka,Danny Green,OG Anunoby,C.J. Miles,Greg Monroe,Delon Wright,Norman Powell,Patrick McCaw,Chris Boucher,Jordan Loyd,,
14162,MIL,2019,Giannis Antetokounmpo,Eric Bledsoe,Malcolm Brogdon,Khris Middleton,Brook Lopez,D.J. Wilson,Tony Snell,Ersan İlyasova,George Hill,Sterling Brown,Pat Connaughton,Christian Wood,,,
14163,BRK,2019,D'Angelo Russell,Shabazz Napier,Rodions Kurucs,Jarrett Allen,Treveon Graham,DeMarre Carroll,Theo Pinson,Rondae Hollis-Jefferson,Mitch Creek,Džanan Musa,Ed Davis,Alan Williams,,,
14164,DEN,2019,Monte Morris,Mason Plumlee,Malik Beasley,Will Barton,Nikola Jokić,Trey Lyles,Juancho Hernangómez,Torrey Craig,Tyler Lydon,Brandon Goodwin,,,,,
14165,DET,2019,Reggie Bullock,Andre Drummond,Blake Griffin,Reggie Jackson,Bruce Brown,Langston Galloway,Stanley Johnson,Luke Kennard,Ish Smith,Zaza Pachulia,Khyri Thomas,José Calderón,Jon Leuer,,
14166,IND,2019,Thaddeus Young,Darren Collison,Bojan Bogdanović,Myles Turner,Cory Joseph,Domantas Sabonis,Tyreke Evans,Edmond Sumner,Aaron Holiday,T.J. Leaf,,,,,
14167,NOP,2019,Jrue Holiday,Darius Miller,Kenrich Williams,Jahlil Okafor,Frank Jackson,Ian Clark,Cheick Diallo,Tim Frazier,Solomon Hill,,,,,,
14168,HOU,2019,James Harden,Kenneth Faried,James Ennis III,P.J. Tucker,Chris Paul,Austin Rivers,Gerald Green,Nenê,,,,,,,
14169,PHO,2019,Mikal Bridges,Josh Jackson,Deandre Ayton,Devin Booker,Elie Okobo,Kelly Oubre Jr.,Jamal Crawford,Richaun Holmes,,,,,,,
14170,SAS,2019,Dāvis Bertāns,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Rudy Gay,Patty Mills,Marco Belinelli,Jakob Poeltl,Dante Cunningham,Pau Gasol,Lonnie Walker IV,Chimezie Metu,Quincy Pondexter,,
14171,SAC,2019,Buddy Hield,Iman Shumpert,De'Aaron Fox,Willie Cauley-Stein,Nemanja Bjelica,Marvin Bagley III,Bogdan Bogdanović,Yogi Ferrell,Harry Giles,Justin Jackson,,,,,
14172,ATL,2019,Kevin Huerter,Trae Young,Taurean Prince,Dewayne Dedmon,John Collins,Omari Spellman,DeAndre' Bembry,Jeremy Lin,Kent Bazemore,Vince Carter,Alex Len,,,,
14173,WAS,2019,Trevor Ariza,Otto Porter Jr.,Bradley Beal,Tomáš Satoranský,Thomas Bryant,Jeff Green,Jordan McRae,Ian Mahinmi,Chasson Randle,Sam Dekker,,,,,
14174,LAC,2019,Avery Bradley,Tobias Harris,Patrick Beverley,Shai Gilgeous-Alexander,Marcin Gortat,Lou Williams,Montrezl Harrell,Mike Scott,Sindarius Thornwell,Jerome Robinson,,,,,
14175,CHO,2019,Nicolas Batum,Kemba Walker,Marvin Williams,Jeremy Lamb,Bismack Biyombo,Cody Zeller,Michael Kidd-Gilchrist,Miles Bridges,Malik Monk,Tony Parker,,,,,
14176,BOS,2019,Jayson Tatum,Terry Rozier,Marcus Smart,Al Horford,Jaylen Brown,Gordon Hayward,Daniel Theis,Brad Wanamaker,Semi Ojeleye,,,,,,
14177,CLE,2019,Collin Sexton,Alec Burks,Deng Adel,David Nwaba,Ante Žižić,Larry Nance Jr.,Jordan Clarkson,Jaron Blossomgame,Matthew Dellavedova,,,,,,
14178,LAL,2019,LeBron James,Brandon Ingram,Rajon Rondo,Kyle Kuzma,Ivica Zubac,Lance Stephenson,Kentavious Caldwell-Pope,JaVale McGee,Michael Beasley,Svi Mykhailiuk,Moritz Wagner,Tyson Chandler,,,
14179,IND,2019,Bojan Bogdanović,Tyreke Evans,Darren Collison,Thaddeus Young,Myles Turner,Aaron Holiday,Domantas Sabonis,Cory Joseph,Edmond Sumner,T.J. Leaf,Kyle O'Quinn,Davon Reed,,,
14180,MIN,2019,Jerryd Bayless,Andrew Wiggins,Karl-Anthony Towns,Josh Okogie,Taj Gibson,Dario Šarić,Luol Deng,Isaiah Canaan,Anthony Tolliver,Gorgui Dieng,,,,,
14181,MEM,2019,Justin Holiday,Jaren Jackson Jr.,Mike Conley,Ivan Rabb,Julian Washburn,Bruno Caboclo,Yuta Watanabe,Shelvin Mack,Jevon Carter,,,,,,
14182,DET,2019,Blake Griffin,Andre Drummond,Reggie Bullock,Reggie Jackson,Bruce Brown,Stanley Johnson,José Calderón,Luke Kennard,Zaza Pachulia,Langston Galloway,Khyri Thomas,,,,
14183,NYK,2019,Dennis Smith Jr.,Kevin Knox,Wesley Matthews,DeAndre Jordan,Noah Vonleh,Lance Thomas,Mitchell Robinson,Damyean Dotson,Allonzo Trier,Kadeem Allen,,,,,
14184,ORL,2019,Aaron Gordon,Evan Fournier,Nikola Vučević,D.J. Augustin,Jonathan Isaac,Terrence Ross,Wes Iwundu,Isaiah Briscoe,Khem Birch,,,,,,
14185,OKC,2019,Paul George,Steven Adams,Russell Westbrook,Jerami Grant,Terrance Ferguson,Dennis Schröder,Abdel Nader,Patrick Patterson,Nerlens Noel,Deonte Burton,,,,,
14186,TOR,2019,Kyle Lowry,Kawhi Leonard,Pascal Siakam,Serge Ibaka,Danny Green,Fred VanVleet,Delon Wright,Greg Monroe,Norman Powell,OG Anunoby,,,,,
14187,PHI,2019,Ben Simmons,Joel Embiid,Jimmy Butler,Landry Shamet,Mike Muscala,T.J. McConnell,Furkan Korkmaz,Jonah Bolden,,,,,,,
14188,MIA,2019,Justise Winslow,Josh Richardson,Hassan Whiteside,Tyler Johnson,Kelly Olynyk,Dwyane Wade,James Johnson,Dion Waiters,Bam Adebayo,,,,,,
14189,POR,2019,CJ McCollum,Damian Lillard,Jusuf Nurkić,Maurice Harkless,Al-Farouq Aminu,Jake Layman,Evan Turner,Meyers Leonard,Seth Curry,Zach Collins,,,,,
14190,DEN,2019,Nikola Jokić,Jamal Murray,Malik Beasley,Mason Plumlee,Will Barton,Monte Morris,Torrey Craig,Trey Lyles,Juancho Hernangómez,Jarred Vanderbilt,,,,,
14191,BRK,2019,D'Angelo Russell,Joe Harris,Jarrett Allen,Treveon Graham,Rodions Kurucs,DeMarre Carroll,Shabazz Napier,Ed Davis,Rondae Hollis-Jefferson,Allen Crabbe,,,,,
14192,NOP,2019,Kenrich Williams,Jrue Holiday,Darius Miller,Jahlil Okafor,Frank Jackson,Julius Randle,Tim Frazier,Cheick Diallo,Ian Clark,,,,,,
14193,CHI,2019,Lauri Markkanen,Kris Dunn,Zach LaVine,Robin Lopez,Wayne Selden,Shaquille Harrison,Timothé Luwawu-Cabarrot,Cristiano Felício,Ryan Arcidiacono,,,,,,
14194,CHO,2019,Kemba Walker,Nicolas Batum,Jeremy Lamb,Marvin Williams,Bismack Biyombo,Cody Zeller,Miles Bridges,Malik Monk,Michael Kidd-Gilchrist,Devonte' Graham,,,,,
14195,DAL,2019,Luka Dončić,Dorian Finney-Smith,Jalen Brunson,Maxi Kleber,Harrison Barnes,Dwight Powell,Tim Hardaway Jr.,Devin Harris,Dirk Nowitzki,Trey Burke,,,,,
14196,SAS,2019,Marco Belinelli,Dāvis Bertāns,Jakob Poeltl,Rudy Gay,Patty Mills,Dante Cunningham,Lonnie Walker IV,Drew Eubanks,Quincy Pondexter,Bryn Forbes,Chimezie Metu,Pau Gasol,,,
14197,GSW,2019,Klay Thompson,Stephen Curry,Kevin Durant,Draymond Green,DeMarcus Cousins,Andre Iguodala,Kevon Looney,Alfonzo McKinnie,Jonas Jerebko,Quinn Cook,Shaun Livingston,Jordan Bell,Marcus Derrickson,,
14198,WAS,2019,Bradley Beal,Tomáš Satoranský,Jeff Green,Trevor Ariza,Thomas Bryant,Sam Dekker,Jordan McRae,Chasson Randle,John Jenkins,,,,,,
14199,MIL,2019,Giannis Antetokounmpo,Malcolm Brogdon,Khris Middleton,Eric Bledsoe,Brook Lopez,George Hill,D.J. Wilson,Sterling Brown,Ersan İlyasova,Tony Snell,Pat Connaughton,Christian Wood,,,
14200,HOU,2019,P.J. Tucker,James Harden,Kenneth Faried,Chris Paul,Eric Gordon,Gerald Green,Austin Rivers,James Ennis III,Isaiah Hartenstein,,,,,,
14201,SAC,2019,Buddy Hield,Bogdan Bogdanović,De'Aaron Fox,Nemanja Bjelica,Willie Cauley-Stein,Marvin Bagley III,Yogi Ferrell,Harry Giles,Frank Mason III,Skal Labissière,Kosta Koufos,,,,
14202,PHO,2019,Mikal Bridges,Josh Jackson,Elie Okobo,Deandre Ayton,Dragan Bender,Kelly Oubre Jr.,Richaun Holmes,Troy Daniels,Jawun Evans,Jamal Crawford,,,,,
14203,UTA,2019,Joe Ingles,Rudy Gobert,Donovan Mitchell,Ricky Rubio,Derrick Favors,Royce O'Neale,Jae Crowder,Kyle Korver,Raul Neto,Georges Niang,Grayson Allen,Ekpe Udoh,Tyler Cavanaugh,,
14204,TOR,2019,Pascal Siakam,Fred VanVleet,Kyle Lowry,Danny Green,Serge Ibaka,OG Anunoby,Norman Powell,Patrick McCaw,Jordan Loyd,,,,,,
14205,ATL,2019,Taurean Prince,John Collins,Trae Young,Kevin Huerter,Dewayne Dedmon,Jeremy Lin,Vince Carter,Kent Bazemore,Omari Spellman,DeAndre' Bembry,Alex Len,Jaylen Adams,Justin Anderson,,
14206,LAL,2019,Brandon Ingram,LeBron James,Rajon Rondo,Kyle Kuzma,JaVale McGee,Kentavious Caldwell-Pope,Lance Stephenson,Tyson Chandler,Josh Hart,,,,,,
14207,BOS,2019,Jayson Tatum,Kyrie Irving,Al Horford,Marcus Morris,Marcus Smart,Gordon Hayward,Jaylen Brown,Daniel Theis,Terry Rozier,,,,,,
14208,LAC,2019,Sindarius Thornwell,Montrezl Harrell,Shai Gilgeous-Alexander,Patrick Beverley,Danilo Gallinari,Johnathan Motley,Jerome Robinson,Tyrone Wallace,Lou Williams,Ángel Delgado,,,,,
14209,IND,2019,Bojan Bogdanović,Myles Turner,Darren Collison,Thaddeus Young,Tyreke Evans,Cory Joseph,Domantas Sabonis,Aaron Holiday,Edmond Sumner,Kyle O'Quinn,T.J. Leaf,,,,
14210,MEM,2019,Julian Washburn,Jaren Jackson Jr.,Justin Holiday,Ivan Rabb,Mike Conley,Bruno Caboclo,Yuta Watanabe,Jevon Carter,,,,,,,
14211,OKC,2019,Russell Westbrook,Paul George,Jerami Grant,Terrance Ferguson,Steven Adams,Dennis Schröder,Patrick Patterson,Nerlens Noel,Abdel Nader,Deonte Burton,Hamidou Diallo,Donte Grantham,,,
14212,MIN,2019,Karl-Anthony Towns,Andrew Wiggins,Josh Okogie,Jerryd Bayless,Taj Gibson,Isaiah Canaan,Dario Šarić,Anthony Tolliver,Luol Deng,Gorgui Dieng,Keita Bates-Diop,C.J. Williams,,,
14213,ORL,2019,Evan Fournier,Aaron Gordon,Nikola Vučević,Jonathan Isaac,D.J. Augustin,Terrence Ross,Isaiah Briscoe,Wes Iwundu,Khem Birch,,,,,,
14214,SAS,2019,LaMarcus Aldridge,DeMar DeRozan,Rudy Gay,Dāvis Bertāns,Bryn Forbes,Patty Mills,Marco Belinelli,Dante Cunningham,Jakob Poeltl,Drew Eubanks,Chimezie Metu,Quincy Pondexter,,,
14215,POR,2019,Damian Lillard,CJ McCollum,Jusuf Nurkić,Al-Farouq Aminu,Maurice Harkless,Jake Layman,Rodney Hood,Evan Turner,Meyers Leonard,Seth Curry,Zach Collins,Anfernee Simons,Gary Trent Jr.,,
14216,CHI,2019,Lauri Markkanen,Zach LaVine,Otto Porter Jr.,Kris Dunn,Robin Lopez,Wayne Selden,Ryan Arcidiacono,Cristiano Felício,Timothé Luwawu-Cabarrot,Shaquille Harrison,,,,,
14217,BRK,2019,D'Angelo Russell,Joe Harris,Jarrett Allen,Treveon Graham,Rodions Kurucs,DeMarre Carroll,Allen Crabbe,Rondae Hollis-Jefferson,Caris LeVert,Ed Davis,Shabazz Napier,,,,
14218,MIL,2019,Giannis Antetokounmpo,Eric Bledsoe,Brook Lopez,Malcolm Brogdon,Tony Snell,Sterling Brown,George Hill,D.J. Wilson,Ersan İlyasova,Pat Connaughton,,,,,
14219,DAL,2019,Tim Hardaway Jr.,Luka Dončić,Dorian Finney-Smith,Maxi Kleber,Jalen Brunson,Trey Burke,Dwight Powell,Ryan Broekhoff,Dirk Nowitzki,Devin Harris,Justin Jackson,Courtney Lee,Daryl Macon,,
14220,NYK,2019,Kevin Knox,Dennis Smith Jr.,DeAndre Jordan,Damyean Dotson,Noah Vonleh,Mario Hezonja,Allonzo Trier,Mitchell Robinson,Kadeem Allen,Lance Thomas,Luke Kornet,Isaiah Hicks,,,
14221,DET,2019,Andre Drummond,Blake Griffin,Reggie Jackson,Langston Galloway,Bruce Brown,Luke Kennard,Khyri Thomas,Ish Smith,Glenn Robinson III,Zaza Pachulia,Svi Mykhailiuk,Thon Maker,José Calderón,,
14222,MIN,2019,Andrew Wiggins,Karl-Anthony Towns,Isaiah Canaan,Josh Okogie,Taj Gibson,Luol Deng,Dario Šarić,Jeff Teague,Gorgui Dieng,Anthony Tolliver,,,,,
14223,NOP,2019,Kenrich Williams,Jrue Holiday,Darius Miller,Anthony Davis,Frank Jackson,Tim Frazier,Julius Randle,Stanley Johnson,Cheick Diallo,Ian Clark,,,,,
14224,DEN,2019,Will Barton,Mason Plumlee,Jamal Murray,Malik Beasley,Nikola Jokić,Trey Lyles,Juancho Hernangómez,Monte Morris,Torrey Craig,,,,,,
14225,PHI,2019,Jimmy Butler,Ben Simmons,Joel Embiid,J.J. Redick,Tobias Harris,Mike Scott,James Ennis III,Boban Marjanović,T.J. McConnell,Furkan Korkmaz,,,,,
14226,GSW,2019,Klay Thompson,Stephen Curry,Kevin Durant,DeMarcus Cousins,Draymond Green,Andre Iguodala,Jonas Jerebko,Kevon Looney,Shaun Livingston,Quinn Cook,Alfonzo McKinnie,,,,
14227,PHO,2019,Mikal Bridges,Deandre Ayton,Josh Jackson,Elie Okobo,Dragan Bender,Kelly Oubre Jr.,Tyler Johnson,Jamal Crawford,Richaun Holmes,,,,,,
14228,MIA,2019,Josh Richardson,Dion Waiters,Justise Winslow,Hassan Whiteside,Kelly Olynyk,Dwyane Wade,Rodney McGruder,James Johnson,Bam Adebayo,Duncan Robinson,,,,,
14229,SAC,2019,Harrison Barnes,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Nemanja Bjelica,Bogdan Bogdanović,Marvin Bagley III,Yogi Ferrell,Harry Giles,Alec Burks,,,,,
14230,CLE,2019,Collin Sexton,Deng Adel,Larry Nance Jr.,David Nwaba,Kevin Love,Jordan Clarkson,Matthew Dellavedova,Marquese Chriss,Ante Žižić,Channing Frye,,,,,
14231,WAS,2019,Bradley Beal,Trevor Ariza,Tomáš Satoranský,Jeff Green,Thomas Bryant,Bobby Portis,Jabari Parker,Chasson Randle,Wesley Johnson,Jordan McRae,John Jenkins,,,,
14232,CHO,2019,Kemba Walker,Jeremy Lamb,Marvin Williams,Nicolas Batum,Cody Zeller,Michael Kidd-Gilchrist,Miles Bridges,Devonte' Graham,Malik Monk,Bismack Biyombo,,,,,
14233,ATL,2019,John Collins,Kevin Huerter,Trae Young,Dewayne Dedmon,Taurean Prince,Kent Bazemore,Jeremy Lin,DeAndre' Bembry,Omari Spellman,Alex Len,Vince Carter,,,,
14234,LAC,2019,Patrick Beverley,Danilo Gallinari,Shai Gilgeous-Alexander,Ivica Zubac,Garrett Temple,Montrezl Harrell,Lou Williams,Landry Shamet,JaMychal Green,Jerome Robinson,Tyrone Wallace,,,,
14235,BOS,2019,Al Horford,Marcus Morris,Jayson Tatum,Marcus Smart,Kyrie Irving,Terry Rozier,Gordon Hayward,Jaylen Brown,Daniel Theis,Brad Wanamaker,Robert Williams,,,,
14236,WAS,2019,Bradley Beal,Trevor Ariza,Tomáš Satoranský,Thomas Bryant,Jeff Green,Jabari Parker,Bobby Portis,Chasson Randle,Wesley Johnson,Jordan McRae,John Jenkins,,,,
14237,CHI,2019,Zach LaVine,Otto Porter Jr.,Kris Dunn,Lauri Markkanen,Robin Lopez,Wayne Selden,Ryan Arcidiacono,Timothé Luwawu-Cabarrot,Shaquille Harrison,Cristiano Felício,Brandon Sampson,,,,
14238,OKC,2019,Paul George,Russell Westbrook,Steven Adams,Jerami Grant,Terrance Ferguson,Dennis Schröder,Nerlens Noel,Deonte Burton,Patrick Patterson,Abdel Nader,,,,,
14239,HOU,2019,James Harden,P.J. Tucker,Chris Paul,Eric Gordon,Kenneth Faried,Iman Shumpert,Nenê,Austin Rivers,Gerald Green,,,,,,
